TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Vehicle,2005,7,4,16,0,24XX CROWN ST,West Point Grey,485764.723,5456933.1937
Theft of Vehicle,2004,12,17,16,30,24XX CROWN ST,West Point Grey,485831.3575,5456865.6051
Theft of Vehicle,2003,8,11,13,0,24XX HIGHBURY ST,West Point Grey,486346.1682,5456956.3411
Theft of Vehicle,2004,5,23,12,30,24XX TOLMIE ST,West Point Grey,484566.9197,5457001.227
Theft of Vehicle,2007,3,16,19,0,24XX TOLMIE ST,West Point Grey,484576.0599,5457000.9656
Theft of Vehicle,2012,4,26,16,55,25XX COURTENAY ST,West Point Grey,485378.1809,5456868.7329
Theft of Vehicle,2005,8,26,16,0,25XX COURTENAY ST,West Point Grey,485409.3762,5456832.2972
Theft of Vehicle,2003,2,5,16,0,25XX DISCOVERY ST,West Point Grey,485236.0398,5456887.4325
Theft of Vehicle,2004,12,8,22,0,25XX HIGHBURY ST,West Point Grey,486341.0235,5456809.7557
Theft of Vehicle,2003,10,31,19,0,25XX SASAMAT ST,West Point Grey,484781.6366,5456831.5723
Theft of Vehicle,2005,4,24,15,0,25XX TRIMBLE ST,West Point Grey,485013.792,5456893.1437
Theft of Vehicle,2003,12,11,9,0,26XX BLANCA ST,West Point Grey,484344.2648,5456805.3909
Theft of Vehicle,2006,8,28,22,30,26XX HIGHBURY ST,West Point Grey,486339.8276,5456763.7421
Theft of Vehicle,2003,11,24,7,40,26XX SASAMAT ST,West Point Grey,484789.8223,5456801.7376
Theft of Vehicle,2005,1,9,6,0,26XX TOLMIE ST,West Point Grey,484570.9622,5456807.313
Theft of Vehicle,2006,9,22,10,30,26XX TOLMIE ST,West Point Grey,484570.9622,5456807.313
Theft of Vehicle,2009,6,7,20,0,26XX TRIMBLE ST,West Point Grey,485009.779,5456776.8224
Theft of Vehicle,2003,5,2,11,30,26XX TRIMBLE ST,West Point Grey,485010.2547,5456795.9498
Theft of Vehicle,2003,2,27,1,0,26XX WALLACE ST,West Point Grey,486119.6375,5456769.3447
Theft of Vehicle,2003,10,6,23,0,26XX WALLACE ST,West Point Grey,486119.6375,5456769.3447
Theft of Vehicle,2006,12,18,12,0,27XX CAMOSUN ST,West Point Grey,485671.0854,5456611.8124
Theft of Vehicle,2003,5,18,13,0,27XX SASAMAT ST,West Point Grey,484787.7965,5456700.3897
Theft of Vehicle,2004,4,1,22,30,27XX TOLMIE ST,West Point Grey,484569.0856,5456706.0662
Theft of Vehicle,2004,9,9,19,0,27XX TOLMIE ST,West Point Grey,484569.0856,5456706.0662
Theft of Vehicle,2013,8,31,2,19,27XX TRIMBLE ST,West Point Grey,485007.6815,5456692.0955
Theft of Vehicle,2011,5,12,18,30,27XX WALLACE ST,West Point Grey,486116.7573,5456663.7097
Theft of Vehicle,2003,1,27,23,30,28XX BLANCA ST,West Point Grey,484340.4848,5456609.0309
Theft of Vehicle,2003,11,9,9,3,28XX BLANCA ST,West Point Grey,484340.4848,5456609.0309
Theft of Vehicle,2008,5,11,6,45,28XX BLANCA ST,West Point Grey,484340.4848,5456609.0309
Theft of Vehicle,2005,12,11,0,0,28XX CROWN ST,West Point Grey,485890.5992,5456570.9098
Theft of Vehicle,2004,3,30,20,0,28XX HIGHBURY ST,West Point Grey,486336.4589,5456560.4024
Theft of Vehicle,2011,10,10,21,0,28XX SASAMAT ST,West Point Grey,484784.7231,5456598.4946
Theft of Vehicle,2008,5,24,19,0,29XX BLANCA ST,West Point Grey,484338.4254,5456509.555
Theft of Vehicle,2004,2,25,13,30,29XX CAMOSUN ST,West Point Grey,485667.7381,5456475.3906
Theft of Vehicle,2018,9,10,18,0,29XX HIGHBURY ST,West Point Grey,486331.7938,5456442.3915
Theft of Vehicle,2017,12,3,20,30,29XX SASAMAT ST,West Point Grey,484782.1075,5456498.4381
Theft of Vehicle,2004,2,8,20,0,29XX TRIMBLE ST,West Point Grey,485002.7754,5456492.6267
Theft of Vehicle,2005,1,25,19,0,29XX TRIMBLE ST,West Point Grey,485002.7754,5456492.6267
Theft of Vehicle,2006,3,4,18,0,29XX TRIMBLE ST,West Point Grey,485002.7754,5456492.6267
Theft of Vehicle,2005,9,2,19,30,30XX CROWN ST,West Point Grey,485874.8082,5456363.3756
Theft of Vehicle,2003,4,3,9,30,30XX DISCOVERY ST,West Point Grey,485223.1764,5456386.3542
Theft of Vehicle,2004,1,15,22,30,30XX DISCOVERY ST,West Point Grey,485223.1764,5456386.3542
Theft of Vehicle,2016,5,14,15,0,30XX HIGHBURY ST,West Point Grey,486329.4799,5456357.329
Theft of Vehicle,2005,4,15,23,0,31XX BLANCA ST,West Point Grey,484333.8449,5456308.7986
Theft of Vehicle,2017,1,15,8,0,31XX BLANCA ST,West Point Grey,484333.8788,5456310.7458
Theft of Vehicle,2006,2,27,10,48,31XX COURTENAY ST,West Point Grey,485441.6139,5456257.66
Theft of Vehicle,2005,1,23,23,0,31XX COURTENAY ST,West Point Grey,485441.8123,5456278.1867
Theft of Vehicle,2006,9,2,4,30,31XX CROWN ST,West Point Grey,485881.6303,5456263.8689
Theft of Vehicle,2008,12,15,15,0,37XX POINT GREY RD,West Point Grey,486406.0859,5457738.6776
Theft of Vehicle,2005,10,3,22,9,37XX W 10TH AVE,West Point Grey,486354.9604,5456763.7363
Theft of Vehicle,2008,3,19,20,0,37XX W 10TH AVE,West Point Grey,486390.8006,5456762.167
Theft of Vehicle,2003,5,11,18,0,37XX W 10TH AVE,West Point Grey,486404.0007,5456770.7418
Theft of Vehicle,2003,5,10,17,0,37XX W 10TH AVE,West Point Grey,486411.2808,5456761.2702
Theft of Vehicle,2005,6,21,10,0,37XX W 10TH AVE,West Point Grey,486434.7209,5456769.3966
Theft of Vehicle,2003,11,26,18,0,37XX W 10TH AVE,West Point Grey,486439.841,5456769.1724
Theft of Vehicle,2004,8,23,17,0,37XX W 10TH AVE,West Point Grey,486467.6011,5456758.8041
Theft of Vehicle,2005,12,17,11,20,37XX W 10TH AVE,West Point Grey,486467.6011,5456758.8041
Theft of Vehicle,2006,10,23,0,0,37XX W 10TH AVE,West Point Grey,486467.6011,5456758.8041
Theft of Vehicle,2010,3,19,17,0,37XX W 11TH AVE,West Point Grey,486388.5152,5456656.8732
Theft of Vehicle,2003,12,13,21,30,37XX W 12TH AVE,West Point Grey,486370.3603,5456569.1574
Theft of Vehicle,2003,3,30,23,0,37XX W 12TH AVE,West Point Grey,486439.9989,5456557.9536
Theft of Vehicle,2006,6,20,16,0,37XX W 12TH AVE,West Point Grey,486465.8908,5456557.1892
Theft of Vehicle,2012,5,4,23,30,37XX W 12TH AVE,West Point Grey,486465.8908,5456557.1892
Theft of Vehicle,2015,10,2,0,0,37XX W 14TH AVE,West Point Grey,486386.0646,5456365.5716
Theft of Vehicle,2010,7,8,21,0,37XX W 2ND AVE,West Point Grey,486488.1198,5457527.621
Theft of Vehicle,2008,4,2,15,0,37XX W 3RD AVE,West Point Grey,486386.346,5457442.5018
Theft of Vehicle,2005,8,4,18,0,37XX W 3RD AVE,West Point Grey,486486.0016,5457430.5744
Theft of Vehicle,2010,1,2,18,0,37XX W 4TH AVE,West Point Grey,486430.1376,5457338.8622
Theft of Vehicle,2003,8,18,23,30,37XX W 4TH AVE,West Point Grey,486484.4298,5457328.4583
Theft of Vehicle,2004,9,21,9,0,37XX W 4TH AVE,West Point Grey,486484.4298,5457328.4583
Theft of Vehicle,2006,10,17,12,22,37XX W 4TH AVE,West Point Grey,486484.4298,5457328.4583
Theft of Vehicle,2006,2,24,7,0,37XX W 5TH AVE,West Point Grey,486481.3823,5457233.3888
Theft of Vehicle,2009,6,25,17,30,37XX W 5TH AVE,West Point Grey,486481.3823,5457233.3888
Theft of Vehicle,2004,11,10,0,30,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2005,8,8,18,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2005,10,23,12,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2006,9,16,2,15,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2007,9,28,23,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2011,6,2,23,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft of Vehicle,2004,12,25,8,0,37XX W 6TH AVE,West Point Grey,486478.64,5457141.7798
Theft of Vehicle,2003,5,10,19,0,37XX W 7TH AVE,West Point Grey,486468.4682,5457055.3486
Theft of Vehicle,2005,7,8,19,30,37XX W 7TH AVE,West Point Grey,486468.4682,5457055.3486
Theft of Vehicle,2006,2,11,5,0,37XX W 7TH AVE,West Point Grey,486468.4682,5457055.3486
Theft of Vehicle,2006,4,18,17,30,37XX W 7TH AVE,West Point Grey,486468.4682,5457055.3486
Theft of Vehicle,2007,6,25,22,0,37XX W 7TH AVE,West Point Grey,486476.0208,5457046.1304
Theft of Vehicle,2015,8,11,17,0,37XX W 7TH AVE,West Point Grey,486476.0208,5457046.1304
Theft of Vehicle,2003,1,21,22,0,37XX W 8TH AVE,West Point Grey,486447.8995,5456955.246
Theft of Vehicle,2004,9,6,22,0,37XX W 8TH AVE,West Point Grey,486473.3469,5456954.8503
Theft of Vehicle,2013,6,28,12,0,37XX W 8TH AVE,West Point Grey,486473.3469,5456954.8503
Theft of Vehicle,2006,7,29,22,29,37XX W BROADWAY AVE,West Point Grey,486469.4835,5456857.3036
Theft of Vehicle,2017,7,2,18,0,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Theft of Vehicle,2017,10,5,15,43,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Theft of Vehicle,2019,3,13,2,0,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Theft of Vehicle,2019,7,7,5,20,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Theft of Vehicle,2019,9,29,22,0,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Theft of Vehicle,2020,1,23,22,0,38XX ANTWERP LANE,West Point Grey,486341.6321,5457017.6599
Theft of Vehicle,2003,6,26,23,0,38XX ORTONA CRES,West Point Grey,486270.6244,5457158.5095
Theft of Vehicle,2004,7,10,23,29,38XX POINT GREY RD,West Point Grey,486183.0992,5457658.8505
Theft of Vehicle,2016,2,9,18,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Theft of Vehicle,2005,3,29,13,30,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Theft of Vehicle,2006,6,22,8,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Theft of Vehicle,2017,7,29,20,0,38XX POINT GREY RD,West Point Grey,486355.144,5457733.6175
Theft of Vehicle,2015,6,18,12,0,38XX W 10TH AVE,West Point Grey,486231.2533,5456767.2493
Theft of Vehicle,2003,6,11,21,0,38XX W 10TH AVE,West Point Grey,486324.2662,5456764.8796
Theft of Vehicle,2003,6,15,15,20,38XX W 10TH AVE,West Point Grey,486324.2662,5456764.8796
Theft of Vehicle,2005,2,13,1,0,38XX W 10TH AVE,West Point Grey,486324.2662,5456764.8796
Theft of Vehicle,2005,10,28,10,0,38XX W 11TH AVE,West Point Grey,486196.2711,5456671.0445
Theft of Vehicle,2016,2,29,19,0,38XX W 11TH AVE,West Point Grey,486224.3792,5456661.168
Theft of Vehicle,2003,10,3,0,0,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Theft of Vehicle,2004,10,23,0,5,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Theft of Vehicle,2009,7,25,21,30,38XX W 12TH AVE,West Point Grey,486187.007,5456564.5176
Theft of Vehicle,2004,8,15,20,0,38XX W 12TH AVE,West Point Grey,486320.951,5456561.3992
Theft of Vehicle,2004,11,11,23,30,38XX W 12TH AVE,West Point Grey,486320.951,5456561.3992
Theft of Vehicle,2005,4,15,20,30,38XX W 12TH AVE,West Point Grey,486320.951,5456561.3992
Theft of Vehicle,2010,5,23,18,0,38XX W 13TH AVE,West Point Grey,486218.9686,5456470.7652
Theft of Vehicle,2018,5,15,0,0,38XX W 13TH AVE,West Point Grey,486303.9826,5456459.4034
Theft of Vehicle,2004,11,16,21,10,38XX W 13TH AVE,West Point Grey,486316.5752,5456459.0759
Theft of Vehicle,2008,4,15,18,0,38XX W 13TH AVE,West Point Grey,486316.5752,5456459.0759
Theft of Vehicle,2004,11,6,21,0,38XX W 14TH AVE,West Point Grey,486313.8098,5456358.2564
Theft of Vehicle,2018,5,12,8,38,38XX W 14TH AVE,West Point Grey,486318.2524,5456358.1383
Theft of Vehicle,2004,8,17,1,32,38XX W 15TH AVE,West Point Grey,486200.7795,5456259.2904
Theft of Vehicle,2003,4,27,23,0,38XX W 15TH AVE,West Point Grey,486311.2019,5456256.5052
Theft of Vehicle,2004,11,12,22,51,38XX W 15TH AVE,West Point Grey,486311.2019,5456256.5052
Theft of Vehicle,2013,7,30,23,0,38XX W 3RD AVE,West Point Grey,486152.4959,5457445.8852
Theft of Vehicle,2003,11,15,20,15,38XX W 3RD AVE,West Point Grey,486168.6807,5457445.6863
Theft of Vehicle,2006,12,26,20,45,38XX W 3RD AVE,West Point Grey,486168.6807,5457445.6863
Theft of Vehicle,2008,11,11,0,0,38XX W 3RD AVE,West Point Grey,486213.1891,5457445.1393
Theft of Vehicle,2011,8,25,7,30,38XX W 3RD AVE,West Point Grey,486241.4003,5457435.6478
Theft of Vehicle,2016,4,28,12,25,38XX W 3RD AVE,West Point Grey,486286.0211,5457444.2441
Theft of Vehicle,2004,10,26,21,0,38XX W 3RD AVE,West Point Grey,486342.5557,5457434.4045
Theft of Vehicle,2007,6,1,20,0,38XX W 3RD AVE,West Point Grey,486342.5557,5457434.4045
Theft of Vehicle,2005,4,13,17,30,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Theft of Vehicle,2013,1,4,17,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Theft of Vehicle,2004,4,4,16,0,38XX W 4TH AVE,West Point Grey,486345.2214,5457331.7269
Theft of Vehicle,2005,7,6,2,35,38XX W 4TH AVE,West Point Grey,486345.2214,5457331.7269
Theft of Vehicle,2016,11,16,22,0,38XX W 4TH AVE,West Point Grey,486345.2214,5457331.7269
Theft of Vehicle,2007,11,15,14,0,38XX W 8TH AVE,West Point Grey,486114.613,5456962.2993
Theft of Vehicle,2006,5,13,17,30,38XX W 8TH AVE,West Point Grey,486329.2576,5456957.1934
Theft of Vehicle,2009,8,6,21,0,39XX ORTONA CRES,West Point Grey,486054.4311,5457074.2375
Theft of Vehicle,2007,6,29,21,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Theft of Vehicle,2006,9,28,14,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft of Vehicle,2012,6,30,17,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft of Vehicle,2017,5,18,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft of Vehicle,2018,9,28,14,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft of Vehicle,2006,8,5,20,0,39XX POINT GREY RD,West Point Grey,486161.7704,5457641.0506
Theft of Vehicle,2013,5,22,14,0,39XX W 10TH AVE,West Point Grey,485906.9146,5456775.4715
Theft of Vehicle,2019,9,23,3,0,39XX W 10TH AVE,West Point Grey,485932.8666,5456783.9621
Theft of Vehicle,2015,11,25,7,0,39XX W 11TH AVE,West Point Grey,485986.5555,5456675.8326
Theft of Vehicle,2004,12,17,20,30,39XX W 11TH AVE,West Point Grey,486101.0016,5456664.312
Theft of Vehicle,2005,3,11,0,52,39XX W 11TH AVE,West Point Grey,486101.0016,5456664.312
Theft of Vehicle,2007,6,25,17,0,39XX W 12TH AVE,West Point Grey,486075.2033,5456576.2786
Theft of Vehicle,2004,12,1,19,0,39XX W 12TH AVE,West Point Grey,486099.7699,5456566.5522
Theft of Vehicle,2005,2,3,17,0,39XX W 12TH AVE,West Point Grey,486099.7699,5456566.5522
Theft of Vehicle,2006,3,20,17,0,39XX W 12TH AVE,West Point Grey,486099.7699,5456566.5522
Theft of Vehicle,2015,1,8,22,0,39XX W 12TH AVE,West Point Grey,486099.7699,5456566.5522
Theft of Vehicle,2004,3,6,19,0,39XX W 13TH AVE,West Point Grey,486094.5195,5456464.8559
Theft of Vehicle,2005,2,15,19,5,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Theft of Vehicle,2006,7,13,20,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Theft of Vehicle,2010,5,16,20,30,39XX W 14TH AVE,West Point Grey,486042.6372,5456374.601
Theft of Vehicle,2004,1,28,8,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Theft of Vehicle,2020,3,29,22,0,39XX W BROADWAY AVE,West Point Grey,485994.9793,5456927.7991
Theft of Vehicle,2005,4,27,17,0,39XX W BROADWAY AVE,West Point Grey,486074.3196,5456905.9544
Theft of Vehicle,2019,7,6,23,0,39XX W BROADWAY AVE,West Point Grey,486090.0539,5456891.8189
Theft of Vehicle,2019,8,21,10,57,39XX W BROADWAY AVE,West Point Grey,486096.2845,5456899.5224
Theft of Vehicle,2019,5,9,23,0,39XX W BROADWAY AVE,West Point Grey,486129.7383,5456885.8476
Theft of Vehicle,2011,7,30,1,30,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Theft of Vehicle,2004,4,1,21,45,40XX W 11TH AVE,West Point Grey,485685.3932,5456677.4188
Theft of Vehicle,2009,6,4,22,0,40XX W 11TH AVE,West Point Grey,485685.3932,5456677.4188
Theft of Vehicle,2013,4,22,14,0,40XX W 11TH AVE,West Point Grey,485718.1754,5456676.0174
Theft of Vehicle,2016,10,15,14,35,40XX W 11TH AVE,West Point Grey,485800.5213,5456681.6496
Theft of Vehicle,2003,6,8,20,0,40XX W 11TH AVE,West Point Grey,485877.9884,5456669.1857
Theft of Vehicle,2008,2,8,0,0,40XX W 12TH AVE,West Point Grey,485875.1224,5456571.9355
Theft of Vehicle,2014,8,2,13,22,40XX W 13TH AVE,West Point Grey,485734.6059,5456483.2785
Theft of Vehicle,2014,5,11,1,11,40XX W 13TH AVE,West Point Grey,485770.5167,5456473.2042
Theft of Vehicle,2009,4,27,22,0,40XX W 13TH AVE,West Point Grey,485870.9246,5456470.6117
Theft of Vehicle,2020,5,9,22,0,40XX W 14TH AVE,West Point Grey,485699.4907,5456374.4404
Theft of Vehicle,2014,7,10,10,3,40XX W 14TH AVE,West Point Grey,485711.5671,5456374.1286
Theft of Vehicle,2006,10,27,18,0,40XX W 14TH AVE,West Point Grey,485800.1276,5456371.8422
Theft of Vehicle,2003,12,4,18,45,40XX W 14TH AVE,West Point Grey,485868.5607,5456370.0753
Theft of Vehicle,2004,3,30,23,0,40XX W 14TH AVE,West Point Grey,485868.5607,5456370.0753
Theft of Vehicle,2005,3,2,14,0,40XX W 14TH AVE,West Point Grey,485868.5607,5456370.0753
Theft of Vehicle,2014,7,10,1,0,40XX W 15TH AVE,West Point Grey,485704.542,5456268.9454
Theft of Vehicle,2003,1,19,23,0,40XX W 15TH AVE,West Point Grey,485866.066,5456264.5418
Theft of Vehicle,2003,4,19,21,0,40XX W 15TH AVE,West Point Grey,485866.066,5456264.5418
Theft of Vehicle,2004,4,24,23,20,40XX W 15TH AVE,West Point Grey,485866.066,5456264.5418
Theft of Vehicle,2005,2,1,10,40,40XX W 15TH AVE,West Point Grey,485866.066,5456264.5418
Theft of Vehicle,2012,1,20,18,30,40XX W 15TH AVE,West Point Grey,485866.066,5456264.5418
Theft of Vehicle,2019,8,3,21,0,40XX W 15TH AVE,West Point Grey,485870.4633,5456264.4214
Theft of Vehicle,2021,3,30,7,45,40XX W 16TH AVE,West Point Grey,485758.5103,5456179.6597
Theft of Vehicle,2004,12,31,15,0,40XX W 8TH AVE,West Point Grey,485822.8145,5456965.432
Theft of Vehicle,2018,7,5,7,17,41XX CROWN CRES,West Point Grey,485479.53,5456924.407
Theft of Vehicle,2005,7,26,0,0,41XX CROWN CRES,West Point Grey,485661.285,5456881.8735
Theft of Vehicle,2005,12,27,19,0,41XX W 10TH AVE,West Point Grey,485624.834,5456789.3503
Theft of Vehicle,2003,9,16,8,0,41XX W 10TH AVE,West Point Grey,485657.8343,5456779.2748
Theft of Vehicle,2006,5,4,12,0,41XX W 10TH AVE,West Point Grey,485657.8343,5456779.2748
Theft of Vehicle,2008,10,5,9,0,41XX W 10TH AVE,West Point Grey,485657.8343,5456779.2748
Theft of Vehicle,2017,1,31,0,0,41XX W 10TH AVE,West Point Grey,485657.8343,5456779.2748
Theft of Vehicle,2006,1,22,23,55,41XX W 11TH AVE,West Point Grey,485466.2329,5456683.4994
Theft of Vehicle,2003,1,19,21,0,41XX W 11TH AVE,West Point Grey,485655.1743,5456678.5311
Theft of Vehicle,2003,9,12,10,51,41XX W 11TH AVE,West Point Grey,485655.1743,5456678.5311
Theft of Vehicle,2015,6,18,23,0,41XX W 12TH AVE,West Point Grey,485618.7897,5456579.4781
Theft of Vehicle,2005,1,17,8,30,41XX W 12TH AVE,West Point Grey,485655.4364,5456578.6413
Theft of Vehicle,2009,7,16,12,0,41XX W 12TH AVE,West Point Grey,485655.4364,5456578.6413
Theft of Vehicle,2012,8,7,7,16,41XX W 12TH AVE,West Point Grey,485655.4364,5456578.6413
Theft of Vehicle,2012,3,22,22,0,41XX W 13TH AVE,West Point Grey,485473.5716,5456480.9954
Theft of Vehicle,2010,7,13,18,45,41XX W 13TH AVE,West Point Grey,485603.6822,5456486.698
Theft of Vehicle,2003,6,9,22,15,41XX W 13TH AVE,West Point Grey,485652.141,5456476.2679
Theft of Vehicle,2004,11,17,0,0,41XX W 13TH AVE,West Point Grey,485652.141,5456476.2679
Theft of Vehicle,2012,9,24,16,30,41XX W 14TH AVE,West Point Grey,485531.7833,5456378.794
Theft of Vehicle,2005,1,31,15,15,41XX W 14TH AVE,West Point Grey,485544.1799,5456387.6188
Theft of Vehicle,2010,10,26,19,30,41XX W 14TH AVE,West Point Grey,485544.1799,5456387.6188
Theft of Vehicle,2003,10,7,18,0,41XX W 14TH AVE,West Point Grey,485649.3201,5456375.7378
Theft of Vehicle,2005,1,23,17,30,41XX W 14TH AVE,West Point Grey,485649.3201,5456375.7378
Theft of Vehicle,2005,12,3,0,30,41XX W 14TH AVE,West Point Grey,485649.3201,5456375.7378
Theft of Vehicle,2020,6,14,19,0,41XX W 14TH AVE,West Point Grey,485649.3201,5456375.7378
Theft of Vehicle,2015,9,5,6,0,41XX W 15TH AVE,West Point Grey,485492.9256,5456285.7358
Theft of Vehicle,2010,5,15,14,0,41XX W 15TH AVE,West Point Grey,485561.6324,5456283.0803
Theft of Vehicle,2003,5,26,22,0,41XX W 15TH AVE,West Point Grey,485646.1524,5456270.6629
Theft of Vehicle,2003,5,29,21,0,41XX W 15TH AVE,West Point Grey,485646.1524,5456270.6629
Theft of Vehicle,2003,12,15,19,0,41XX W 15TH AVE,West Point Grey,485646.1524,5456270.6629
Theft of Vehicle,2003,12,21,23,0,41XX W 15TH AVE,West Point Grey,485646.1524,5456270.6629
Theft of Vehicle,2005,11,13,0,0,41XX W 16TH AVE,West Point Grey,485479.3117,5456185.4764
Theft of Vehicle,2006,7,13,8,30,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Theft of Vehicle,2005,1,28,22,0,42XX W 10TH AVE,West Point Grey,485240.3103,5456790.5599
Theft of Vehicle,2011,6,8,9,0,42XX W 10TH AVE,West Point Grey,485416.506,5456786.0013
Theft of Vehicle,2004,12,14,20,30,42XX W 10TH AVE,West Point Grey,485432.1678,5456785.5961
Theft of Vehicle,2005,5,10,16,0,42XX W 11TH AVE,West Point Grey,485242.018,5456695.7595
Theft of Vehicle,2005,5,10,21,0,42XX W 11TH AVE,West Point Grey,485242.018,5456695.7595
Theft of Vehicle,2018,5,31,0,0,42XX W 11TH AVE,West Point Grey,485309.693,5456694.8966
Theft of Vehicle,2004,7,18,7,30,42XX W 11TH AVE,West Point Grey,485412.1054,5456693.5909
Theft of Vehicle,2003,9,26,0,30,42XX W 11TH AVE,West Point Grey,485436.2871,5456684.1379
Theft of Vehicle,2005,4,28,1,0,42XX W 11TH AVE,West Point Grey,485436.2871,5456684.1379
Theft of Vehicle,2011,1,13,18,0,42XX W 12TH AVE,West Point Grey,485267.8202,5456596.7961
Theft of Vehicle,2019,6,7,15,30,42XX W 12TH AVE,West Point Grey,485332.3675,5456586.1181
Theft of Vehicle,2010,11,2,16,30,42XX W 12TH AVE,West Point Grey,485417.796,5456593.2383
Theft of Vehicle,2006,9,14,19,30,42XX W 12TH AVE,West Point Grey,485433.7927,5456583.7123
Theft of Vehicle,2006,6,11,12,0,42XX W 13TH AVE,West Point Grey,485338.1196,5456493.6288
Theft of Vehicle,2014,5,18,21,30,42XX W 13TH AVE,West Point Grey,485431.1926,5456482.1068
Theft of Vehicle,2014,4,1,17,30,42XX W 14TH AVE,West Point Grey,485303.0063,5456393.9448
Theft of Vehicle,2003,10,22,17,0,42XX W 14TH AVE,West Point Grey,485428.6353,5456381.4806
Theft of Vehicle,2004,12,1,18,0,42XX W 14TH AVE,West Point Grey,485428.6353,5456381.4806
Theft of Vehicle,2019,3,22,22,0,42XX W 14TH AVE,West Point Grey,485428.6353,5456381.4806
Theft of Vehicle,2013,4,4,22,0,42XX W 16TH AVE,West Point Grey,485253.2346,5456190.3259
Theft of Vehicle,2007,9,13,15,24,42XX W 16TH AVE,West Point Grey,485372.0132,5456187.7056
Theft of Vehicle,2005,5,7,12,0,42XX W 4TH AVE,West Point Grey,485471.9499,5457341.608
Theft of Vehicle,2012,6,6,8,0,42XX W 9TH AVE,West Point Grey,485249.9074,5456887.269
Theft of Vehicle,2005,8,27,20,0,42XX W 9TH AVE,West Point Grey,485355.2002,5456884.2743
Theft of Vehicle,2003,11,7,6,55,43XX JERICHO CIRC,West Point Grey,485243.1844,5457432.6044
Theft of Vehicle,2009,2,6,0,0,43XX LOCARNO CRES,West Point Grey,485095.9288,5457410.2178
Theft of Vehicle,2007,9,22,22,0,43XX NW MARINE DR,West Point Grey,485242.5966,5457683.0168
Theft of Vehicle,2015,11,6,0,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft of Vehicle,2015,12,25,22,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft of Vehicle,2004,6,4,18,45,43XX W 10TH AVE,West Point Grey,485148.7625,5456802.1009
Theft of Vehicle,2011,12,1,22,0,43XX W 10TH AVE,West Point Grey,485218.4523,5456791.1289
Theft of Vehicle,2009,11,18,20,30,43XX W 12TH AVE,West Point Grey,485212.9792,5456588.9471
Theft of Vehicle,2014,3,30,17,0,43XX W 13TH AVE,West Point Grey,485079.0433,5456491.1147
Theft of Vehicle,2017,5,17,0,0,43XX W 13TH AVE,West Point Grey,485137.8461,5456498.7521
Theft of Vehicle,2005,9,1,23,0,43XX W 14TH AVE,West Point Grey,485207.493,5456387.3062
Theft of Vehicle,2009,2,5,17,0,43XX W 14TH AVE,West Point Grey,485207.493,5456387.3062
Theft of Vehicle,2003,4,19,22,0,43XX W 15TH AVE,West Point Grey,485172.2598,5456295.0628
Theft of Vehicle,2003,9,27,7,0,43XX W 15TH AVE,West Point Grey,485204.6899,5456285.0106
Theft of Vehicle,2020,9,6,1,0,43XX W 15TH AVE,West Point Grey,485209.1389,5456284.8861
Theft of Vehicle,2003,11,9,10,23,43XX W 16TH AVE,West Point Grey,485108.3741,5456193.8992
